"Species","ASV","Kingdom","Phylum","Class","Order","Family","Genus","log2FC","p_value","FDR_q_value","Direction","BestName"
"Patinella_verrucaria","9b1518c1061247b7f49b0ef1a900914a","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae",NA,-2.342,"1.022e-02",0.05239,"Enriched in Control","Family: Arenicellaceae"
"Patinella_verrucaria","f86ab1314d983f8e2bbe1b89795fe084","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Rubidimonas",-2.811,"1.093e-02",0.05431,"Enriched in Control","Genus: Rubidimonas"
"Patinella_verrucaria","fdfeb6cc1c0dd2132cc2a7f29fb19f7f","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",-5.125,"1.088e-02",0.05431,"Enriched in Control","Genus: Bdellovibrio"
"Patinella_verrucaria","1e1b7ddad02acecfc72680af8f2527db","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",-3.553,"1.162e-02",0.05688,"Enriched in Control","Genus: Arenicella"
"Patinella_verrucaria","a1deaaf0aeaee1963f22f598b43bbe9a","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea",-4.138,"1.177e-02",0.05718,"Enriched in Control","Genus: Rubritalea"
"Patinella_verrucaria","038046812a9ff4798a07dab883adc0a2","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,-4.116,"1.240e-02",0.05896,"Enriched in Control","Family: Saprospiraceae"
"Patinella_verrucaria","7e6d49ee79001adc19db0967b5346d7c","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,-2.618,"1.424e-02",0.06532,"Enriched in Control","Family: Saprospiraceae"
"Patinella_verrucaria","57b1ba0bd9185bc8ebed9f329a1fc9d5","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)",-3.226,"1.442e-02",0.06558,"Enriched in Control","Genus: SAR324_clade(Marine_group_B)"
"Patinella_verrucaria","a901a8cfc9728d0ffa822c9c0f345b2d","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22","JGI_0000069-P22",-2.598,"1.450e-02",0.06558,"Enriched in Control","Genus: JGI_0000069-P22"
"Patinella_verrucaria","8f925b5c8d43eded04671d9dd477e5b5","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Cocleimonas",-3.546,"1.554e-02",0.06888,"Enriched in Control","Genus: Cocleimonas"
"Patinella_verrucaria","ce04c5e50383bc87866e551d14443e51","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190",-2.668,"1.690e-02",0.07248,"Enriched in Control","Genus: OM190"
"Patinella_verrucaria","d137f3df2a73a2a19320c6248b490229","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix",-5.142,"1.685e-02",0.07248,"Enriched in Control","Genus: Leucothrix"
"Patinella_verrucaria","0919acf89fa8a15db3c351214f6e4f7c","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,-3.283,"1.727e-02",0.07309,"Enriched in Control","Family: Cyclobacteriaceae"
"Patinella_verrucaria","49b49aa4f854bfe985ddbf1f9ab8f276","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",-1.816,"2.173e-02",0.08798,"Enriched in Control","Genus: Peredibacter"
"Patinella_verrucaria","ddaebe95bb6bee3bffec43486832e623","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter",-1.928,"2.222e-02",0.08888,"Enriched in Control","Genus: Polaribacter"
"Patinella_verrucaria","920e2e6c1f1391db7e864c5b0496a18a","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA,-3.642,"2.695e-02",0.1046,"Enriched in Control","Family: Bacteriovoracaceae"
"Patinella_verrucaria","c06de8efeadccec8f33dc90c9a63cc1d","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,-2.272,"2.846e-02",0.1089,"Enriched in Control","Family: Saprospiraceae"
"Patinella_verrucaria","da0cb8571e674602e428f2c8fabde5f4","Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus",-1.927,"3.160e-02",0.1178,"Enriched in Control","Genus: Granulosicoccus"
"Patinella_verrucaria","cdbee4bce8b6c4799234b1539ed272e6","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",-3.537,"3.414e-02",0.1258,"Enriched in Control","Genus: Blastopirellula"
"Patinella_verrucaria","19b61409df7c30d2664a677418a9277a","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix",-1.596,"3.717e-02",0.1362,"Enriched in Control","Genus: Crocinitomix"
"Patinella_verrucaria","cf933f106f0a173a9e9a13f71baef32b","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus",-1.922,"3.879e-02",0.1414,"Enriched in Control","Genus: Roseibacillus"
"Patinella_verrucaria","a8c1050a587c5351b60d6de197951534","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group",-2.145,"4.025e-02",0.1451,"Enriched in Control","Genus: NS9_marine_group"
"Patinella_verrucaria","183b1085ec7d9b20001265937f063710","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Pseudofulvibacter",-2.245,"4.272e-02",0.1532,"Enriched in Control","Genus: Pseudofulvibacter"
"Patinella_verrucaria","99adee39d4a68f7259d23b10d85c577f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",-1.721,"4.310e-02",0.1536,"Enriched in Control","Genus: Fluviicola"
"Patinella_verrucaria","dae4a7c414685374d8ea6d1f9ffb4707","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella",-2.608,"4.453e-02",0.1579,"Enriched in Control","Genus: Lewinella"
"Patinella_verrucaria","60dded71e53ec590874a5bcc2ded07a8","Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus",-2.425,"4.779e-02",0.1676,"Enriched in Control","Genus: Granulosicoccus"
"Patinella_verrucaria","8f047e5609a7900ec2b5c96f79667db6","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea",-3.068,"5.478e-02",0.1911,"Enriched in Control","Genus: Rubritalea"
"Patinella_verrucaria","31f24c0e3e16424592a91c6b4756c393","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","OM182_clade","OM182_clade",-1.985,"5.761e-02",0.1968,"Enriched in Control","Genus: OM182_clade"
"Patinella_verrucaria","bff7614d4a36145892a87e3866bb8da6","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea",-2.891,"5.758e-02",0.1968,"Enriched in Control","Genus: Rubritalea"
"Patinella_verrucaria","cc89912eed70e389ffa408ad458aac83","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae",NA,-2.757,"5.716e-02",0.1968,"Enriched in Control","Family: Rubinisphaeraceae"
"Patinella_verrucaria","b19f02013150c2b3f070a2cc5f3ec028","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales",NA,NA,-2.009,"6.494e-02",0.2196,"Enriched in Control","Order: Oligoflexales"
"Patinella_verrucaria","ed962067f3d3472675d24f92d6dda3b0","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-4.449,"6.631e-02",0.2231,"Enriched in Control","Genus: Colwellia"
"Patinella_verrucaria","f495d6392152b685fee3ac09dfa0f382","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maribacter",-2.224,"7.262e-02",0.2406,"Enriched in Control","Genus: Maribacter"
"Patinella_verrucaria","f8831fa35e481423c9bf15d3f4049536","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella",-1.322,"7.312e-02",0.2411,"Enriched in Control","Genus: Lewinella"
"Patinella_verrucaria","46990b16973b280c326f4090aea28cf3","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade","KI89A_clade",-4.314,"7.399e-02",0.2427,"Enriched in Control","Genus: KI89A_clade"
"Rhamphostomella_bilaminata","ed962067f3d3472675d24f92d6dda3b0","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-6.213,"2.855e-13",6.932e-10,"Enriched in Control","Genus: Colwellia"
"Rhamphostomella_bilaminata","06dbffb3667d421322f3cdc067c1bb95","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-6.479,"1.388e-10",8.427e-08,"Enriched in Control","Genus: Colwellia"
"Rhamphostomella_bilaminata","0f46c35d6629feaffa5e8f4b256e255b","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS3a_marine_group",-4.849,"7.343e-11",8.427e-08,"Enriched in Control","Genus: NS3a_marine_group"
"Rhamphostomella_bilaminata","1d52609177ce303a019c3ee3f9142239","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-4.377,"1.284e-10",8.427e-08,"Enriched in Control","Genus: Colwellia"
"Rhamphostomella_bilaminata","01b65b807c4e7fdf80dc247b058c652b","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae",NA,-4.228,"3.593e-09",1.246e-06,"Enriched in Control","Family: Colwelliaceae"
"Rhamphostomella_bilaminata","e3bd4c321c5364d01871ebb503a1dc7e","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-4.516,"1.647e-08",4e-06,"Enriched in Control","Genus: Colwellia"
"Rhamphostomella_bilaminata","2b6e42bf9200244b950fdda2491dd4ca","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-2.923,"3.336e-07",6.75e-05,"Enriched in Control","Genus: Colwellia"
"Rhamphostomella_bilaminata","f690e76a3de3a7b1cd99d01daef0d027","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella",-2.906,"4.938e-07",9.222e-05,"Enriched in Control","Genus: Reichenbachiella"
"Rhamphostomella_bilaminata","11b7c459db9e25981b9e929a8098b1d9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,-2.483,"5.777e-07",0.0001002,"Enriched in Control","Family: Flavobacteriaceae"
"Rhamphostomella_bilaminata","2c674dd5dcc493fc0bad82c12f46397e","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ia",-1.837,"1.148e-06",0.0001743,"Enriched in Control","Genus: Clade_Ia"
"Rhamphostomella_bilaminata","dc186c356120425c8b044a49772944c6","Bacteria","Proteobacteria","Gammaproteobacteria","MBAE14","MBAE14","MBAE14",-3.723,"1.106e-06",0.0001743,"Enriched in Control","Genus: MBAE14"
"Rhamphostomella_bilaminata","0ba0d4c5a289facc80e0e481377a9e18","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",-2.628,"1.449e-06",0.0001872,"Enriched in Control","Genus: Mesorhizobium"
"Rhamphostomella_bilaminata","3c0deb5ca627c2080a4a80c7d89c6096","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus",-2.417,"1.352e-06",0.0001872,"Enriched in Control","Genus: Vicingus"
"Rhamphostomella_bilaminata","dee7e9e6328e4af5e481f88a1f796b2a","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Endobacter",-3.142,"3.609e-06",0.0004382,"Enriched in Control","Genus: Endobacter"
"Rhamphostomella_bilaminata","7d372fe772be67fbd518123f6300b372","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae",NA,-3.492,"5.117e-06",0.0005916,"Enriched in Control","Family: Methylophagaceae"
"Rhamphostomella_bilaminata","b5cd41c77bc4eb8356b15ed52bb1cf5d","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-3.26,"1.103e-05",0.001116,"Enriched in Control","Genus: Colwellia"
"Rhamphostomella_bilaminata","cf2752910266aa9986d441f815389f2c","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Psychromonas",-3.862,"2.233e-05",0.002086,"Enriched in Control","Genus: Psychromonas"
"Rhamphostomella_bilaminata","f7460ef647b461ee5ad49fbeb5705652","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-3.7,"2.525e-05",0.00227,"Enriched in Control","Genus: Colwellia"
"Rhamphostomella_bilaminata","f716fb59c9bee1b0c02ad64865f0de70","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","HTCC5015",-3.097,"2.944e-05",0.002553,"Enriched in Control","Genus: HTCC5015"
"Rhamphostomella_bilaminata","d9f3cd010e62ed14267428e00eb063af","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-1.802,"3.424e-05",0.002771,"Enriched in Control","Genus: Colwellia"
"Rhamphostomella_bilaminata","4bdc1afca33aabf7e6ffccfb3989baba","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens",-3.022,"6.036e-05",0.004441,"Enriched in Control","Genus: Salinirepens"
"Rhamphostomella_bilaminata","d3a60d931aed828666a7818a3da0ee38","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Pseudofulvibacter",-2.515,"7.470e-05",0.005334,"Enriched in Control","Genus: Pseudofulvibacter"
"Rhamphostomella_bilaminata","29d249d9deca741ac3ed4eea1e7819ff","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade",-1.478,"1.260e-04",0.008048,"Enriched in Control","Genus: SAR86_clade"
"Rhamphostomella_bilaminata","9695ab42557ea68383a7fa889b522976","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae",NA,-1.936,"2.307e-04",0.01302,"Enriched in Control","Family: Cellvibrionaceae"
"Rhamphostomella_bilaminata","c8487b182705eaad35c8578b81969d20","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,-2.157,"3.969e-04",0.02095,"Enriched in Control","Family: Rhodobacteraceae"
"Rhamphostomella_bilaminata","93e881f05978d18bc8c18f476ac8dd3a","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",-3.406,"5.110e-04",0.02585,"Enriched in Control","Genus: Thalassotalea"
"Rhamphostomella_bilaminata","a630681ba72a80c92a426efb3e574ab2","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,-2.018,"5.735e-04",0.02842,"Enriched in Control","Family: Flavobacteriaceae"
"Rhamphostomella_bilaminata","041792056bd7be0d5d925d8a6546e833","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus",-2.671,"9.231e-04",0.0431,"Enriched in Control","Genus: Candidatus_Nitrosopumilus"
"Rhamphostomella_bilaminata","6052c6018dc1a0fb3bccec096b0d74b8","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",-2.835,"9.168e-04",0.0431,"Enriched in Control","Genus: Thalassotalea"
"Rhamphostomella_bilaminata","90d45b2e65bd23f17189e9455878f884","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",-1.316,"1.049e-03",0.04723,"Enriched in Control","Genus: Reinekea"
"Rhamphostomella_bilaminata","b5de712b93a82e4723968c0839061699","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna",-2.354,"1.050e-03",0.04723,"Enriched in Control","Genus: Ekhidna"
"Rhamphostomella_bilaminata","4c5d68fe9f0b36f32638abc717a65ad3","Bacteria","Proteobacteria","Gammaproteobacteria","JTB23","JTB23","JTB23",-3.042,"1.119e-03",0.04851,"Enriched in Control","Genus: JTB23"
"Rhamphostomella_bilaminata","b640a831f0c28e6d60ba3f6b278f38fa","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Persicirhabdus",-1.182,"1.210e-03",0.05152,"Enriched in Control","Genus: Persicirhabdus"
"Rhamphostomella_bilaminata","55357d6cc58549d420cccd3c467f8a16","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae",NA,-2.592,"1.267e-03",0.05298,"Enriched in Control","Family: Saccharospirillaceae"
"Rhamphostomella_bilaminata","86ef25d804ba15d8439a773d51d3edda","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",-1.318,"1.311e-03",0.05305,"Enriched in Control","Genus: Marinomonas"
"Rhamphostomella_bilaminata","a17fd0f8d4eee41ef864153c9c21b286","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA,-1.663,"1.424e-03",0.05535,"Enriched in Control","Family: Pseudoalteromonadaceae"
"Rhamphostomella_bilaminata","6875688039d84275ed42ac41f5035aca","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",-2.296,"1.950e-03",0.06957,"Enriched in Control","Genus: Shewanella"
"Rhamphostomella_bilaminata","74f0d139f1d4ad74fb1be85bce6934a9","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Candidatus_Entotheonella",-2.829,"1.977e-03",0.06957,"Enriched in Control","Genus: Candidatus_Entotheonella"
"Rhamphostomella_bilaminata","b7279007573da839dc7d022d326a795c","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-2.353,"1.964e-03",0.06957,"Enriched in Control","Genus: Colwellia"
"Rhamphostomella_bilaminata","cfbc760bc9177688ef8445fd670910ac","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",-1.582,"2.148e-03",0.07451,"Enriched in Control","Genus: Amphritea"
"Rhamphostomella_bilaminata","7399c5c473fce0dca57710a56022e6bb","Bacteria","Proteobacteria","Gammaproteobacteria","JTB23","JTB23","JTB23",-1.977,"2.308e-03",0.07894,"Enriched in Control","Genus: JTB23"
"Rhamphostomella_bilaminata","ffedec13f25b2f7f21e150ddd69a539b","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Pseudofulvibacter",-2.19,"2.693e-03",0.09082,"Enriched in Control","Genus: Pseudofulvibacter"
"Rhamphostomella_bilaminata","7737a411e7f276fae1d2c38a6188f723","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","RS62_marine_group",-2.101,"2.850e-03",0.09478,"Enriched in Control","Genus: RS62_marine_group"
"Rhamphostomella_bilaminata","dc59078827f8caef7ddfa5b9090e86c3","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",-1.849,"3.093e-03",0.1001,"Enriched in Control","Genus: Arenicella"
"Rhamphostomella_bilaminata","f93c80f7ba93cb010f8e195429e296e5","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",-2.331,"3.444e-03",0.1084,"Enriched in Control","Genus: Fabibacter"
"Rhamphostomella_bilaminata","fd92f4da74ea03ca0a951431ebf0149a","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga",-1.598,"3.483e-03",0.1084,"Enriched in Control","Genus: Fulvivirga"
"Rhamphostomella_bilaminata","2b171e4c26f481ddc20506b79877b519","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",-2.655,"3.598e-03",0.1106,"Enriched in Control","Genus: Fluviicola"
"Rhamphostomella_bilaminata","da18bc80dccb72d316759572ebad4ccf","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Pseudoteredinibacter",-1.893,"3.668e-03",0.1113,"Enriched in Control","Genus: Pseudoteredinibacter"
"Rhamphostomella_bilaminata","31f24c0e3e16424592a91c6b4756c393","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","OM182_clade","OM182_clade",-1.709,"3.783e-03",0.1123,"Enriched in Control","Genus: OM182_clade"
"Rhamphostomella_bilaminata","45b0423d1013166f5e0436130e71527a","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","OM182_clade","OM182_clade",-2.925,"3.794e-03",0.1123,"Enriched in Control","Genus: OM182_clade"
"Rhamphostomella_bilaminata","99adee39d4a68f7259d23b10d85c577f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",-2.064,"3.979e-03",0.1147,"Enriched in Control","Genus: Fluviicola"
"Rhamphostomella_bilaminata","addff1327c8b525422a1a38bac47f59a","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,-1.441,"4.116e-03",0.1162,"Enriched in Control","Class: Gammaproteobacteria"
"Rhamphostomella_bilaminata","c5e09db0eecbf5db9483cf3278206a7e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter",-2.731,"4.427e-03",0.1222,"Enriched in Control","Genus: Ulvibacter"
"Rhamphostomella_bilaminata","8c1aa42e3f38caaf82eb47d5bd3ecab3","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade",-2.259,"4.589e-03",0.1252,"Enriched in Control","Genus: OM27_clade"
"Rhamphostomella_bilaminata","495c1bd1608a1dad54d3e2824ce899ef","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus",-1.935,"4.979e-03",0.1343,"Enriched in Control","Genus: Candidatus_Nitrosopumilus"
"Rhamphostomella_bilaminata","983e197471ad3483cbf7561c9cc9b4fa","Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera",-1.474,"5.155e-03",0.1359,"Enriched in Control","Genus: Lentisphaera"
"Rhamphostomella_bilaminata","d31f1c384392a34edcfb997bda7c234a","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92_clade",-1.228,"5.157e-03",0.1359,"Enriched in Control","Genus: SAR92_clade"
"Rhamphostomella_bilaminata","e42e54374ced0e0901b3492bf7e26fd9","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Oleispira",-1.02,"5.261e-03",0.1359,"Enriched in Control","Genus: Oleispira"
"Rhamphostomella_bilaminata","0dd15502ce697238545269d117d510d2","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Marinicella",-2.216,"5.604e-03",0.1378,"Enriched in Control","Genus: Marinicella"
"Rhamphostomella_bilaminata","4f5d5c70f37db3c66d86b59a75e416ee","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade",-2.396,"5.636e-03",0.1378,"Enriched in Control","Genus: SAR116_clade"
"Rhamphostomella_bilaminata","68e97f8c00f3cf84de842890290838fe","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","Sinobacterium",-1.811,"5.690e-03",0.1378,"Enriched in Control","Genus: Sinobacterium"
"Rhamphostomella_bilaminata","8940efad20d6105be9d06b29420046f8","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus",-1.686,"5.733e-03",0.1378,"Enriched in Control","Genus: Candidatus_Nitrosopumilus"
"Rhamphostomella_bilaminata","7ae3ca18d2f3f7b1df4b5e8030049437","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,-1.075,"5.929e-03",0.1397,"Enriched in Control","Family: Flavobacteriaceae"
"Rhamphostomella_bilaminata","82c31a86b5c777f9decb3e08c1b59b58","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,-2.14,"5.985e-03",0.1397,"Enriched in Control","Class: Gammaproteobacteria"
"Rhamphostomella_bilaminata","1667a608ce9dcd9173cc4a7ea408e61a","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA,-1.142,"6.487e-03",0.1468,"Enriched in Control","Family: Pseudoalteromonadaceae"
"Rhamphostomella_bilaminata","1b21d2b71f96b4a59b392aee9aa1d655","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",-2.459,"6.649e-03",0.1468,"Enriched in Control","Genus: Pseudoalteromonas"
"Rhamphostomella_bilaminata","9edbb39537860983ef807fee6c2635c5","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Portibacter",-2.932,"6.651e-03",0.1468,"Enriched in Control","Genus: Portibacter"
"Rhamphostomella_bilaminata","a3512dec19c020cc96c0e195ac468aac","Bacteria","Proteobacteria","Gammaproteobacteria","EPR3968-O8a-Bc78","EPR3968-O8a-Bc78","EPR3968-O8a-Bc78",-1.827,"6.486e-03",0.1468,"Enriched in Control","Genus: EPR3968-O8a-Bc78"
"Rhamphostomella_bilaminata","ae80f6274f1e55721cc5be8fc0a0e271","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,-1,"6.639e-03",0.1468,"Enriched in Control","Family: Flavobacteriaceae"
"Rhamphostomella_bilaminata","d23c235f41d3398df2e2f5edbac63604","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga",-1.758,"6.436e-03",0.1468,"Enriched in Control","Genus: Fulvivirga"
"Rhamphostomella_bilaminata","25c2a523e62ce2efdbcf4f66f8ec1697","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus",-1.352,"7.269e-03",0.1555,"Enriched in Control","Genus: Vicingus"
"Rhamphostomella_bilaminata","55e845ec2b2dde77fc20c136d78ee7ad","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae",NA,-1.051,"7.430e-03",0.1555,"Enriched in Control","Family: Microtrichaceae"
"Rhamphostomella_bilaminata","5fbd78d2d6de66b97eaf8f2b1487761e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","NS10_marine_group",-2.115,"7.262e-03",0.1555,"Enriched in Control","Genus: NS10_marine_group"
"Rhamphostomella_bilaminata","fd573b99b95e615dd1288c05055c86fe","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,-1.032,"7.429e-03",0.1555,"Enriched in Control","Family: Flavobacteriaceae"
