"Species","ASV","Kingdom","Phylum","Class","Order","Family","Genus","log2FC","p_value","FDR_q_value","Direction","BestName"
"Rhamphostomella_bilaminata","450b0f9dbaf395de258b2b6c62a5f5aa","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,2.413,"1.083e-04",0.007511,"Enriched in Sample","Class: Alphaproteobacteria"
"Rhamphostomella_bilaminata","811b45d386b7b6dd81665a0bac6761d6","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,4.846,"1.233e-04",0.008048,"Enriched in Sample","Class: Gammaproteobacteria"
"Rhamphostomella_bilaminata","c39fd6fc4661167fed13f8f1f43e9966","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group",2.491,"2.812e-04",0.01552,"Enriched in Sample","Genus: Sva0996_marine_group"
"Rhamphostomella_bilaminata","2d1a60b2982025a0959cff244436778b","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group",2.374,"2.993e-04",0.01615,"Enriched in Sample","Genus: Sva0996_marine_group"
"Rhamphostomella_bilaminata","54bc24af2573a5765ab4ee324d1d63be","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,2.556,"4.743e-04",0.0245,"Enriched in Sample","Family: Rhodobacteraceae"
"Rhamphostomella_bilaminata","2a75921d722ef2e9c11a55f7655f5fb1","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Kangiellaceae",NA,2.216,"7.826e-04",0.03801,"Enriched in Sample","Family: Kangiellaceae"
"Rhamphostomella_bilaminata","fbb3aaf32c640635c86a7c829a85ed34","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus",1.472,"1.287e-03",0.05298,"Enriched in Sample","Genus: Vicingus"
"Rhamphostomella_bilaminata","bd668a93dee04617bc24da957aaee6e3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,2.882,"1.368e-03",0.05445,"Enriched in Sample","Family: Rhizobiaceae"
"Rhamphostomella_bilaminata","6f22e76ddce23b52576bded16632b532","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Kiloniella",2.437,"1.436e-03",0.05535,"Enriched in Sample","Genus: Kiloniella"
"Rhamphostomella_bilaminata","ac60ad741ae6189321c85d3ef49885d6","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",2.12,"1.961e-03",0.06957,"Enriched in Sample","Genus: Blastopirellula"
"Rhamphostomella_bilaminata","e06d134d202f3e94fe4e3017d3664e11","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae",NA,2.329,"1.902e-03",0.06957,"Enriched in Sample","Family: Microtrichaceae"
"Rhamphostomella_bilaminata","0f067d3b0fcbcbb517d57a849a9928db","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,1.286,"4.012e-03",0.1147,"Enriched in Sample","Family: Pirellulaceae"
"Rhamphostomella_bilaminata","4c8e74f02805453642c1235e61de06ef","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix",2.358,"4.396e-03",0.1222,"Enriched in Sample","Genus: Crocinitomix"
"Rhamphostomella_bilaminata","e2f0bac1ec09a88649e2789aa212b782","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group",1.627,"5.440e-03",0.1378,"Enriched in Sample","Genus: Sva0996_marine_group"
"Rhamphostomella_bilaminata","a24d222dbc42aaf0f1b7f08d66ac41b8","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",1.408,"7.318e-03",0.1555,"Enriched in Sample","Genus: Blastopirellula"
"Rhamphostomella_bilaminata","08d7f58a060027555e4beffab9d04b67","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190",1.536,"1.056e-02",0.1958,"Enriched in Sample","Genus: OM190"
"Rhamphostomella_bilaminata","c968d53c0418f0b1ea2686794e5464cd","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Marinicella",0.978,"1.366e-02",0.2319,"Enriched in Sample","Genus: Marinicella"
"Rhamphostomella_bilaminata","65e28f53f8e78a1d3cdcdc1e43dcb17f","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",1.083,"1.443e-02",0.2399,"Enriched in Sample","Genus: Blastopirellula"
"Rhamphostomella_bilaminata","f42eeea87cf2ddb3a7941923d3918516","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix",2.475,"1.434e-02",0.2399,"Enriched in Sample","Genus: Crocinitomix"
"Rhamphostomella_bilaminata","4e5dde1edf6195d5cc053de052ecd126","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group",1.812,"1.501e-02",0.243,"Enriched in Sample","Genus: Sva0996_marine_group"
