"Species","ASV","Kingdom","Phylum","Class","Order","Family","Genus","log2FC","p_value","FDR_q_value","Direction","BestName","Mean_abund_host","Mean_count_host","Abundance_rank"
"Aquiloniella_scabra","644e54b8ec5af158bba8bd750443f3aa","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,-2.686,7.933e-05,0.01578,"Enriched in Control","Order: Rhodospirillales",0,0,2165
"Aquiloniella_scabra","9c7f57129ddb57343abd55a3fa67f442","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group",-3.356,9.616e-05,0.01601,"Enriched in Control","Genus: Sva0996_marine_group",0.000688218220233271,0.444444444444444,2073
"Aquiloniella_scabra","f682ab7ce14f68292ea45a066404b92e","Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage",-1.856,8.726e-05,0.01601,"Enriched in Control","Genus: Pla3_lineage",0,0,2165
"Aquiloniella_scabra","93b8f4990bcff13031bb21d0feba9ef1","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,-2.759,0.0001585,0.0241,"Enriched in Control","Family: Cyclobacteriaceae",0,0,2165
"Aquiloniella_scabra","d350ed02e3e8ac5ff62590f2f6fa3906","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Kangiellaceae",NA,-1.756,0.0002391,0.03343,"Enriched in Control","Family: Kangiellaceae",0.0318831527432344,17,254
"Aquiloniella_scabra","34425b47892462604276847bccc5adeb","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group",-1.544,0.0004016,0.04819,"Enriched in Control","Genus: NS11-12_marine_group",0,0,2165
"Aquiloniella_scabra","495c1bd1608a1dad54d3e2824ce899ef","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus",-2.402,0.0004273,0.04819,"Enriched in Control","Genus: Candidatus_Nitrosopumilus",0,0,2165
"Aquiloniella_scabra","631e1451e27bd0c65644a3c6d9f7b42c","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospira",-2.171,0.0004114,0.04819,"Enriched in Control","Genus: Magnetospira",0,0,2165
"Aquiloniella_scabra","c99293daaa3f4b14f0ece7cabc5e88fe","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","Cm1-21",-4.236,0.0004231,0.04819,"Enriched in Control","Genus: Cm1-21",0.0773140834130229,30.2222222222222,161
"Patinella_verrucaria","fbcc4b1b852cf931033fb27fbc44e355","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,-5.125,1.413e-07,7.944e-06,"Enriched in Control","Family: Flavobacteriaceae",0.0361603445834119,22.6666666666667,177
"Patinella_verrucaria","1bc7e599ad2dbd3c9e8128114addb62e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algitalea",-4.844,2.06e-06,5.63e-05,"Enriched in Control","Genus: Algitalea",0.0032810705664534,2.33333333333333,492
"Patinella_verrucaria","c6ee8a2dc2752e9ceca077f36476e467","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA,-5.356,4.234e-06,0.0001025,"Enriched in Control","Family: Hyphomonadaceae",0.0658999408729967,38.6666666666667,132
"Patinella_verrucaria","d3411bbafb4f9e5e06853a662b2ef9be","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hellea",-7.531,6.524e-06,0.000138,"Enriched in Control","Genus: Hellea",0.00389005590566059,2.33333333333333,492
"Patinella_verrucaria","9596c2bc8e8edf429b2f5527e5647ea5","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Amphiplicatus",-5.099,7.533e-06,0.0001544,"Enriched in Control","Genus: Amphiplicatus",0.0189819942681435,10,273
"Patinella_verrucaria","6571c42e7d53e6149821aaea40426d89","Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus",-2.241,1.33e-05,0.0002423,"Enriched in Control","Genus: Granulosicoccus",0.0370292249642598,26.3333333333333,153
"Patinella_verrucaria","c635e68d37dc732efc7938b2d5938516","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae",NA,-6.419,8.649e-05,0.001233,"Enriched in Control","Family: Cellvibrionaceae",0.00155248164190458,0.666666666666667,599
"Patinella_verrucaria","6dd9d05b5d7e6b97dc14447e9014958c","Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",-3.537,0.0001467,0.001924,"Enriched in Control","Genus: NB1-j",0,0,616
"Patinella_verrucaria","a873093c14011b2af25ae42d32316822","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",-4.903,0.000179,0.002258,"Enriched in Control","Genus: Blastopirellula",0.00843703859945159,6,337
"Patinella_verrucaria","7d332824708bd7dd7c7bc731d027d0b5","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade","KI89A_clade",-2.277,0.0004922,0.005665,"Enriched in Control","Genus: KI89A_clade",0.176858220656659,88.3333333333333,76
"Patinella_verrucaria","b98daa18c668f922de33812aade51f0d","Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus",-6.819,0.000585,0.006616,"Enriched in Control","Genus: Granulosicoccus",0.0014061730999086,1,586
"Patinella_verrucaria","b412ae178d00f4610eb08e2c5f1070e2","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas",-3.057,0.001015,0.0111,"Enriched in Control","Genus: Litorimonas",0,0,616
"Patinella_verrucaria","5b56a9ab5f7005e998ba28fae84d0e2e","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","DEV007",-3.79,0.001133,0.01219,"Enriched in Control","Genus: DEV007",0.0180920478773176,12,247
"Patinella_verrucaria","cded164d9fa3074d5c0980e0766a8974","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,-4.799,0.001163,0.0123,"Enriched in Control","Family: Rhodobacteraceae",0.0346529669676101,20.6666666666667,187
"Patinella_verrucaria","baa2303756ad35a4a7942e0e068297c9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",-4.28,0.001199,0.01237,"Enriched in Control","Genus: Tenacibaculum",0.0133196309318952,6.66666666666667,326
"Patinella_verrucaria","d6fd1639cbb76c7a57dc45b18c9557c2","Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus",-3.107,0.001443,0.01413,"Enriched in Control","Genus: Granulosicoccus",0.0171308479728219,10,273
"Patinella_verrucaria","66f407a78d0b08c3681c099ab327c567","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas",-2.769,0.001513,0.0146,"Enriched in Control","Genus: Litorimonas",0,0,616
"Patinella_verrucaria","e754a39a858b1a95a88af59002c86f11","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA,-2.253,0.001573,0.01496,"Enriched in Control","Family: Hyphomonadaceae",0.0447987794183701,26,156
"Patinella_verrucaria","219274e4f902b9dff93071ea70e7b13e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",-3.824,0.001945,0.01797,"Enriched in Control","Genus: Dokdonia",0,0,616
"Patinella_verrucaria","f87bfb253d2783c1b609185e1cf2dc94","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190",-3.054,0.002027,0.01847,"Enriched in Control","Genus: OM190",0.0874069526836658,47.6666666666667,112
"Patinella_verrucaria","e37325985104480c096f7fba13267f42","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus",-3.71,0.0021,0.01887,"Enriched in Control","Genus: Roseibacillus",0.0904797676149267,59.3333333333333,97
"Patinella_verrucaria","14f87010b759af5eba30b821ec5adbd7","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",-5.807,0.00274,0.02396,"Enriched in Control","Genus: Blastopirellula",0.0391308076191735,21.3333333333333,184
"Patinella_verrucaria","e86aff9d83cae9a0a12ce9418a82f731","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","NS10_marine_group",-2.836,0.004159,0.02872,"Enriched in Control","Genus: NS10_marine_group",0,0,616
"Patinella_verrucaria","577ab2fd63927a467fc472aa93939c74","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hellea",-3.14,0.004571,0.03079,"Enriched in Control","Genus: Hellea",0.0410113135486666,24,168
"Patinella_verrucaria","2961c3455232ab30a84561187990fda7","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA,-2.949,0.004894,0.0321,"Enriched in Control","Family: Hyphomonadaceae",0.0388120410476146,16.6666666666667,211
"Patinella_verrucaria","5542f4f8f93034de29ef108852750947","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",-4.492,0.005848,0.03619,"Enriched in Control","Genus: Blastopirellula",0.105270896661204,64.6666666666667,90
"Rhamphostomella_bilaminata","ed962067f3d3472675d24f92d6dda3b0","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-6.213,2.87e-13,6.965e-10,"Enriched in Control","Genus: Colwellia",0.00839588265914396,6.11111111111111,678
"Rhamphostomella_bilaminata","06dbffb3667d421322f3cdc067c1bb95","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-6.48,1.389e-10,8.428e-08,"Enriched in Control","Genus: Colwellia",0.0469643769040354,24.3333333333333,249
"Rhamphostomella_bilaminata","0f46c35d6629feaffa5e8f4b256e255b","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS3a_marine_group",-4.85,7.25e-11,8.428e-08,"Enriched in Control","Genus: NS3a_marine_group",0.000985224101537196,0.444444444444444,2156
"Rhamphostomella_bilaminata","1d52609177ce303a019c3ee3f9142239","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-4.378,1.288e-10,8.428e-08,"Enriched in Control","Genus: Colwellia",0.00516862643752423,2,1326
"Rhamphostomella_bilaminata","01b65b807c4e7fdf80dc247b058c652b","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae",NA,-4.229,3.593e-09,1.246e-06,"Enriched in Control","Family: Colwelliaceae",0.0381795138854583,18.3333333333333,319
"Rhamphostomella_bilaminata","e3bd4c321c5364d01871ebb503a1dc7e","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-4.516,1.647e-08,3.997e-06,"Enriched in Control","Genus: Colwellia",0.516633043058187,259.777777777778,25
"Rhamphostomella_bilaminata","2b6e42bf9200244b950fdda2491dd4ca","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-2.924,3.347e-07,6.769e-05,"Enriched in Control","Genus: Colwellia",0,0,2381
"Rhamphostomella_bilaminata","f690e76a3de3a7b1cd99d01daef0d027","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella",-2.906,4.951e-07,9.244e-05,"Enriched in Control","Genus: Reichenbachiella",0.0025894538606403,1.22222222222222,1625
"Rhamphostomella_bilaminata","11b7c459db9e25981b9e929a8098b1d9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,-2.483,5.777e-07,0.0001002,"Enriched in Control","Family: Flavobacteriaceae",0.00519753697894692,1.88888888888889,1358
"Rhamphostomella_bilaminata","2c674dd5dcc493fc0bad82c12f46397e","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ia",-1.837,1.151e-06,0.0001745,"Enriched in Control","Genus: Clade_Ia",0,0,2381
"Rhamphostomella_bilaminata","dc186c356120425c8b044a49772944c6","Bacteria","Proteobacteria","Gammaproteobacteria","MBAE14","MBAE14","MBAE14",-3.723,1.103e-06,0.0001745,"Enriched in Control","Genus: MBAE14",0.00458082866230617,2.55555555555556,1175
"Rhamphostomella_bilaminata","0ba0d4c5a289facc80e0e481377a9e18","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",-2.629,1.453e-06,0.0001871,"Enriched in Control","Genus: Mesorhizobium",0,0,2381
"Rhamphostomella_bilaminata","3c0deb5ca627c2080a4a80c7d89c6096","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus",-2.417,1.361e-06,0.0001871,"Enriched in Control","Genus: Vicingus",0,0,2381
"Rhamphostomella_bilaminata","dee7e9e6328e4af5e481f88a1f796b2a","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Endobacter",-3.143,3.629e-06,0.0004403,"Enriched in Control","Genus: Endobacter",0,0,2381
"Rhamphostomella_bilaminata","7d372fe772be67fbd518123f6300b372","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae",NA,-3.492,5.103e-06,0.0005898,"Enriched in Control","Family: Methylophagaceae",0.0306101266367446,14.1111111111111,383
"Rhamphostomella_bilaminata","b5cd41c77bc4eb8356b15ed52bb1cf5d","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-3.26,1.104e-05,0.001116,"Enriched in Control","Genus: Colwellia",0.0790116351540361,36.6666666666667,176
"Rhamphostomella_bilaminata","cf2752910266aa9986d441f815389f2c","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Psychromonas",-3.862,2.23e-05,0.002081,"Enriched in Control","Genus: Psychromonas",0.0338706122434764,16.2222222222222,343
"Rhamphostomella_bilaminata","f7460ef647b461ee5ad49fbeb5705652","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-3.7,2.519e-05,0.002264,"Enriched in Control","Genus: Colwellia",0.0826824453114357,38.8888888888889,163
"Rhamphostomella_bilaminata","f716fb59c9bee1b0c02ad64865f0de70","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","HTCC5015",-3.097,2.95e-05,0.002557,"Enriched in Control","Genus: HTCC5015",0.00170054393112311,0.777777777777778,1876
"Rhamphostomella_bilaminata","d9f3cd010e62ed14267428e00eb063af","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",-1.802,3.433e-05,0.002777,"Enriched in Control","Genus: Colwellia",0,0,2381
"Rhamphostomella_bilaminata","4bdc1afca33aabf7e6ffccfb3989baba","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens",-3.023,6.033e-05,0.004437,"Enriched in Control","Genus: Salinirepens",0.00191109582234453,1.33333333333333,1570
"Rhamphostomella_bilaminata","d3a60d931aed828666a7818a3da0ee38","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Pseudofulvibacter",-2.516,7.471e-05,0.005333,"Enriched in Control","Genus: Pseudofulvibacter",0.0066361516510068,3,1084
"Rhamphostomella_bilaminata","29d249d9deca741ac3ed4eea1e7819ff","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade",-1.478,0.000126,0.008049,"Enriched in Control","Genus: SAR86_clade",0,0,2381
"Rhamphostomella_bilaminata","9695ab42557ea68383a7fa889b522976","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae",NA,-1.936,0.0002314,0.01306,"Enriched in Control","Family: Cellvibrionaceae",0,0,2381
"Rhamphostomella_bilaminata","c8487b182705eaad35c8578b81969d20","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,-2.157,0.0003954,0.02086,"Enriched in Control","Family: Rhodobacteraceae",0.158837655364637,72.3333333333333,95
"Rhamphostomella_bilaminata","93e881f05978d18bc8c18f476ac8dd3a","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",-3.407,0.0005105,0.02581,"Enriched in Control","Genus: Thalassotalea",0.0735951013213599,34.2222222222222,187
"Rhamphostomella_bilaminata","a630681ba72a80c92a426efb3e574ab2","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,-2.019,0.0005724,0.02835,"Enriched in Control","Family: Flavobacteriaceae",0.0791232625184034,38.2222222222222,166
"Rhamphostomella_bilaminata","041792056bd7be0d5d925d8a6546e833","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus",-2.671,0.0009231,0.04308,"Enriched in Control","Genus: Candidatus_Nitrosopumilus",0.239124235994983,105.777777777778,63
"Rhamphostomella_bilaminata","6052c6018dc1a0fb3bccec096b0d74b8","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",-2.835,0.0009164,0.04308,"Enriched in Control","Genus: Thalassotalea",0.000876662371021049,0.333333333333333,2238
"Rhamphostomella_bilaminata","90d45b2e65bd23f17189e9455878f884","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",-1.315,0.001049,0.04719,"Enriched in Control","Genus: Reinekea",0,0,2381
"Rhamphostomella_bilaminata","b5de712b93a82e4723968c0839061699","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna",-2.354,0.00105,0.04719,"Enriched in Control","Genus: Ekhidna",0.023419523396602,12.6666666666667,409
"Rhamphostomella_bilaminata","4c5d68fe9f0b36f32638abc717a65ad3","Bacteria","Proteobacteria","Gammaproteobacteria","JTB23","JTB23","JTB23",-3.043,0.001119,0.04851,"Enriched in Control","Genus: JTB23",0.00325496818181637,1.55555555555556,1480
