"Species","SampleType","n","Observed_mean","Observed_sd","Observed_se","Shannon_mean","Shannon_sd","Shannon_se","Chao1_mean","Chao1_sd","Chao1_se","PD_mean","PD_sd","PD_se"
"Aquiloniella_scabra","Environmental_control",9,1051.11111111111,215.736207232609,71.9120690775363,5.70848905435596,0.570446299854727,0.190148766618242,1081.37319024038,228.253550896998,76.084516965666,68.9144491698889,10.7493642984727,3.58312143282425
"Aquiloniella_scabra","Sample",9,462.444444444444,155.906310897852,51.9687702992841,3.84512038486916,0.83475786693881,0.278252622312937,474.113954600601,160.192290937897,53.3974303126322,39.3795496384444,13.3115629540205,4.43718765134018
"Patinella_verrucaria","Environmental_control",9,265.777777777778,91.801113525079,30.6003711750263,4.01452593549116,0.494551353346582,0.164850451115527,269.446383700604,93.3346957407343,31.1115652469114,24.0816343036667,9.08928374006065,3.02976124668688
"Patinella_verrucaria","Sample",3,309,50.4777178564959,29.1433239925259,3.70623048844824,0.244901732056166,0.141394080927633,316.829536055342,54.3949108436185,31.4049164181089,32.4883262246667,10.2545036317384,5.92044043219018
"Rhamphostomella_bilaminata","Environmental_control",8,738.375,219.938911973302,77.7601480515566,5.40972325058361,0.290744197777275,0.102793596919477,746.595909490249,226.949815588365,80.2388767957845,50.11853942325,9.65705251437273,3.41428365959378
"Rhamphostomella_bilaminata","Sample",9,640.222222222222,158.368066365806,52.7893554552688,4.47874177664929,1.23097125548376,0.41032375182792,658.776575150481,152.122074345145,50.7073581150482,54.9827359808889,13.0673623309985,4.35578744366616
